index,qid1,qid2,qid2_13_text,qid8_text,qid9_text,qid5,qid5_9_text,qid50,qid50_11_text,qid53_text,qid10_1,qid10_2,qid10_3,qid10_4,qid10_5,qid13,qid15_text,qid3,qid4,qid6,qid7,qid7_9_text,qid16,qid17,qid18,qid19_text,qid20,qid21,qid21_6_text,qid22_text,qid39,qid40_text,qid41_text,qid42_text,qid54_text,qid55_text,qid56,qid56_9_text,qid23,qid24_text,qid26,qid25_text,qid27_text,qid52,qid52_3_text,qid28_1,qid28_2,qid49_text,qid38_text,qid43_nps_group,qid43,qid44_text,qid58,qid59_text,q_unansweredpercentage,q_unansweredquestions,duration_secs
344,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Drone Show ,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Workshops/skill-building ",,Mango Mango Crepe Cake and Boba Pop Up,UPBuild a Bear,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Learning new things ",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",,KoKo Bakery Mango Mango Cha Li,0.0,0.0,0.0,0.0,0.0,No,,"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Medium (30-80 people),Small (<20 people)", Require advance registration ,"Didn’t hear about it,Bad timing,Too crowded,Event cost,Travel time",,"Friday ,Saturday ,Sunday",Evening (4pm–8pm) ,Yes,May be too busy to go to long big events,A week,"Email,Social media ,Friends",,email,Junior,Nutrition,Ohio United States,,,,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,Big Campus Events,Other:,,M,M,6.0,Capybara Stuffed Animal w Case Merch,Passive,8.0,,Air Fryer,,0.0512820512820512,"QID44,QID59",850.0
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,12.0
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,10.0
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,13.0
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,21.0
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,69.0
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,10.0
354,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Thwing Tuesday","Food Festivals ,Concerts or live music ,Tournaments (video games, board games, etc.) ",,Spikeball tournament,Thwing Tuesdays ,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Competition",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",,Il rione or citizen pie,0.0,0.0,0.0,0.0,0.0,No,,"Weekday evening (after 6pm) ,Friday evenings",Large (80-150 people) ,Walk-in Only (First come first serve),"Too crowded,Required registration,Didn’t interest me",,"Tuesday ,Thursday ,Friday ,Saturday ","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,I wouldnt go if I have a final within a couple of days,A week,"Email,Social media ",,Email,Junior,Systems biology ,New jersey,No,Rock climbing,No,"Sports games (Guardians, Cavs, Browns, Monsters),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,,Vegetarian,,M,M,11.0,Cavs tickets giveaways ,Passive,7.0,,Ninja Creami,,0.0769230769230769,"QID27,QID44,QID59",251.0
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,41.0
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,259.0
357,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Drone Show ","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",,Sweatshirt giveaway,,"Swag (shirts, water bottles, etc.) ,Live entertainment",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",,,10.0,20.0,200.0,150.0,10.0,Yes,20.0,"Weekday late afternoon (4–6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ",Walk-in Only (First come first serve),"Bad timing,Too crowded",,"Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,,A week,"Email,Social media ",,,Sophomore,Neuroscience ,MA,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Usually,,No,,,Other:,No red meat,L,L,10.0,Sweatshirt hoodie ,Passive,8.0,,Ninja Creami,,0.2682926829268293,"QID9,QID42,QID19,QID53,QID24,QID54,QID27,QID59,QID22,QID55,QID44",308.0
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,185.0
359,"Food Truck Festival,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Sports/spectator events ",,some event to benefit uh rainbow babies could partner with a club,,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"Italian (pasta, pizza, gelato),Desserts/sweets focused",,mama santas ,5.0,20.0,,,0.0,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference, Require advance registration ,"Bad timing,Too crowded,Didn’t interest me",,"Monday,Thursday ,Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,,Two weeks or more,"Email,Social media ",,,Sophomore,nursing ,syracuse ny,,something to benefit local hospitals could do service events or something for Rainbow and partner with clubs like spartanthon,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,Other:,,S,S,,shirts sweatpants sweatshirts,Detractor,6.0,find a way to prevent people from jumping in line especially for prize lines ,Hatch Alarm Clock,,0.1463414634146341,"QID19,QID24,QID15,QID27,QID59,QID22",427.0
360,"Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip)","Food Festivals ,Off-campus experiences or trips ,Sports/spectator events ",,,Trips to Cavs games,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Desserts/sweets focused",,Barrios,0.0,10.0,200.0,200.0,0.0,Yes,,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Huge (300-600 people), Require advance registration ,"Didn’t hear about it,Bad timing",,"Monday,Tuesday ,Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,,Two weeks or more,"Email,Social media ,Posters/flyers ",,Email,Sophomore,Nursing,PA,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center)",,Yes,,No,,,Other:,,L,L,9.0,Shirt sweatshirt PINS keychains ,Promoter,10.0,,Ninja Creami,,0.2,"QID8,QID42,QID19,QID54,QID27,QID59,QID55,QID44",215.0
361,I'm a freshman!,"Concerts or live music ,Sports/spectator events ,Tournaments (video games, board games, etc.) ",,Concerts,Im af freshman,"Free food/snacks,Socializing/meeting new people ,Learning new things ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,Chipotle,100.0,100.0,100.0,100.0,100.0,Yes,,I will attend all events,No preference,Either is fine,"Didn’t hear about it,Bad timing",,"Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",No,,A week,"Social media ,Friends",,Social Media,Freshman,Computer Science,NYC,Yes,I would like to see cultural stuff,Cultural holidays,"Sports games (Guardians, Cavs, Browns, Monsters)",,Yes,,No,,Social events,,,S,S,8.0,,,,,Ninja Creami,,0.131578947368421,"QID52,QID15,QID59,QID38,QID44",319.0
362,I'm a freshman!,"Swag/giveaway events ,Concerts or live music ,Tournaments (video games, board games, etc.) ",,Field day,Im a freshman,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,Desserts/sweets focused,,,0.0,20.0,100.0,100.0,10.0,Yes,200.0,"Friday evenings,Saturday afternoons ,Saturday evenings ",Large (80-150 people) ,Either is fine,"Bad timing,Too crowded",,"Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,Willing to go only during weekends,A week,"Email,Posters/flyers ",,Email,Freshman,Biochemistry,Denver Colorafo,Not really,Obstacle course parkour tag,Not really,"Sports games (Guardians, Cavs, Browns, Monsters),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,Friendliness of people during events,Other:,Lactose intolerant,M,L,9.5,Tshirt blanket pillow cover,,,Facilitate lines for entry food etc,Ninja Creami,This was pretty good,0.0256410256410256,QID53,404.0
364,"Food Truck Festival,T-shirt or swag giveaways","Food Festivals ,Off-campus experiences or trips ",,Cedar Point Trip,Cedar Point,"Free food/snacks,Socializing/meeting new people ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean",,Any,0.0,0.0,0.0,0.0,0.0,No,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Didn’t hear about it,Bad timing,Didn’t interest me,Travel time",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,3–5 days before,Email,,Email social media,Junior,CS,Maryland,,,No,"Sports games (Guardians, Cavs, Browns, Monsters),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Somtimes,,No,,,,,L,L,,Air Fryer clothes electronics ,Detractor,6.0,,Air Fryer,Let me win the air fryer,0.1,"QID24,QID27,QID44,QID52",420.0
365,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",,the build a bear event,the trampoline park,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Cultural representation",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,Sweet spot mochi donuts matcha,0.0,15.0,200.0,200.0,0.0,Yes,,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ",Medium (30-80 people),Walk-in Only (First come first serve),"Didn’t hear about it,Bad timing",,"Monday,Wednesday ,Friday ","Evening (4pm–8pm) ,Night (after 8pm)",Yes,less willing to go to events during finals week,3–5 days before,"Email,Social media ,Posters/flyers ",,email,Sophomore,Financeaccounting,Duluth MN,no,sewing,not particularly,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum)",,Yes,,No,,going to events,,,M,L,9.0,weekend trip ipad inflatable couch air maxs,Promoter,9.0,i think they are great right now,Ninja Creami,no,0.025,QID52,439.0
366,"UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,,0.0,0.0,0.0,0.0,0.0,Yes,,Friday evenings,No preference,Either is fine,"Bad timing,Didn’t interest me",,Friday ,Evening (4pm–8pm) ,Yes,,A week,Email,,,Senior,BME,,,,,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,,,,S,M,,,Detractor,6.0,,Hatch Alarm Clock,,0.375,"QID9,QID8,QID52,QID41,QID42,QID19,QID53,QID54,QID15,QID27,QID59,QID22,QID55,QID38,QID44",407.0
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,21.0
368,"T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Thwing Tuesday","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Sports/spectator events ",,Browns game ,Guardians game ,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,Il rione ,0.0,0.0,0.0,0.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,441.0
369,"Food Truck Festival,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Thwing Tuesday","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Luncheons or mixers",,upb charm ,uobakery,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",,algebra tea house tacos,0.0,0.0,350.0,200.0,0.0,Yes,45.0,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people),Small (<20 people)", Require advance registration ,"Didn’t hear about it,Too crowded,Travel time",,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,yes,1–2 days before ,"Email,Social media ,Posters/flyers ",,email,Junior,neuro,illinois,no,no,no,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,,Vegetarian,,M,M,8.0,trip somewhere free food ,Promoter,9.0,,Hatch Alarm Clock,,0.075,"QID27,QID44,QID59",377.0
370,"UPBakery or other pop-up cafes (e.g., Matcha Pop-up),UPBeat Spring Concert,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Swag/giveaway events ,Off-campus experiences or trips ,Concerts or live music ",,Concerts,Concerts,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Desserts/sweets focused",,Cilantro,0.0,20.0,200.0,200.0,0.0,Yes,10.0,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ","Gigantic (>1000 people),Huge (300-600 people)",Either is fine,"Didn’t hear about it,Event cost,Didn’t interest me",,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ",Evening (4pm–8pm) ,Yes,Studying so make them relaxed and stress free,A week,"Email,Social media ,Friends",,Email ,Sophomore,MechE,Va,No,Crafts,No,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center)",,Yes,,No,,Friendly people,,,M,M,9.0,Yearly merch high quality hoodiejacket,Promoter,10.0,Announce them within classes like Cbutlers so if we dont see the email we know,Hatch Alarm Clock,No,0.025,QID52,569.0
371,"Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Arts & Crafts (e.g., Brightening Blooms, UPBling)","Off-campus experiences or trips ,Concerts or live music ,Sports/spectator events ",,Maybe something like a formal,The ski trip I tried to get tickets with a friend but only one of us got it so we ended up not going,"Performance,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,There is a taco place in Coventry I forget the name but I know it does catering,0.0,30.0,150.0,150.0,0.0,Yes,250.0,"Friday evenings,Saturday afternoons ,Saturday evenings ",Huge (300-600 people),Either is fine,Other:,Were just too slow to get tickets,"Friday ,Saturday ",Night (after 8pm),Yes,Im less willing to go but if its big enough of an opportunity I would go,A week,Email,,Newsletter,Sophomore,Poli Sci Psychology,South Korea,An international fair I did it in my old schools where you wear traditional clothing serve traditional goods music etc,Probably ballets or musicals,Not really maybe Dia de los Muertes,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center)",,Usually,Not much,No,,Just getting out there,Other:,,S,S,,Ticket giveaways or appliances like this one gift cards too,Detractor,5.0,Im pretty neutral,Ninja Creami,Shorter please,0.0,,648.0
372,"Food Truck Festival,T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Swag/giveaway events ,Off-campus experiences or trips ,Concerts or live music ",,upb theme park or kalahari,upb bounce trampoline park,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,Boba and sweet treats,10.0,10.0,300.0,100.0,0.0,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ",Either is fine,"Too crowded,Event cost",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Email,Social media ,Friends",,Email and social media,Sophomore,Nutritional Biochem,New York,No,Fun off campus events ,No,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,,,,M,M,7.0,Off campus trip ,Passive,8.0,Make it as affordable as possible ,Ninja Creami,,0.1,"QID19,QID27,QID52,QID59",253.0
373,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ,Concerts or live music ",,Cedar point,Concerts,"Socializing/meeting new people ,Performance,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,Desserts/sweets focused",,Matcha ,10.0,20.0,300.0,150.0,20.0,Yes,500.0,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday evenings ",Gigantic (>1000 people),Either is fine,Required registration,,"Thursday ,Friday ,Saturday ,Sunday",Evening (4pm–8pm) ,Yes,,Two weeks or more,"Email,Social media ,Posters/flyers ",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0909090909090909,"QID19,QID22",297.0
374,"Food Truck Festival,T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Thwing Tuesday","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ",,Food truck festival or worldwideinternational food event,Spring comedian ,"Free food/snacks,Socializing/meeting new people ,Cultural representation",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.)",,Tous les jours,0.0,0.0,300.0,300.0,0.0,Yes,,"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing",,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,Not free during the week not willing to go to events,A week,Email,,Email,Sophomore,Biology,NJ,Korean,,Lunar New Year Choosuk,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,,,,M,L,7.0,Beanies or caps,Promoter,9.0,Yall are already doing amazing,Air Fryer,Loved the questions,0.05,"QID27,QID52",365.0
375,"Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ","Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ",,,,Performance,,"Asian (Chinese, Japanese, Korean, Thai, etc.)",,,,,,,,Yes,,Weekday evening (after 6pm) ,Huge (300-600 people),Walk-in Only (First come first serve),Too crowded,,Wednesday ,Afternoon (12pm–4pm) ,Yes,h,1–2 days before ,Friends,,i,,,,,,,,,,,,,,,,,,,,,,,,,0.1818181818181818,"QID10,QID53,QID8,QID9",38.0
376,"UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Spring Comedian at Severance Hall,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",,Fair or Carnival,Food events ,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.)",,cilantro ,0.0,5.0,500.0,100.0,0.0,Yes,500.0,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Didn’t hear about it,Too crowded,Event cost,Didn’t interest me",,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,less willing to go to events ,A week,"Social media ,Posters/flyers ",,instagram ,Sophomore,art history,california ,no,no,no,"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Yes,,No,,giveaways,Other:,none,,,,,,,,,,0.0,,693.0
377,"T-shirt or swag giveaways,UPBeat Spring Concert","Food Festivals ,Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",,Horse back riding ,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,,,,,,,No,,"Saturday afternoons ,Saturday evenings ","Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Didn’t hear about it,Required registration",,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",No,,3–5 days before,Friends,,,Junior,Nursing ,Nc,,,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center)",,Yes,,No,,,,,M,XL,10.0,Concerts with popular ppl who come like free tix to Tate McRae for ex skydiving ,Passive,7.0,,Air Fryer,,0.2894736842105263,"QID9,QID52,QID42,QID53,QID10,QID54,QID27,QID59,QID22,QID55,QID44",271.0
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0
379,"Food Truck Festival,UPBeat Spring Concert","Food Festivals ,Swag/giveaway events ,Concerts or live music ",,The food truck festival ,Upbingo,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,Na,0.0,0.0,0.0,0.0,0.0,Yes,50.0,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Didn’t hear about it,Bad timing,Required registration,Event cost,Didn’t interest me,Travel time",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,I would need more time to study I would still be willing to go to events ,3–5 days before,"Email,Social media ,Posters/flyers ,Friends,Tabling",,Email,Sophomore,Political science business management ,Saratoga CA,Na,Na,Na,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,Sometimes some foods are not super allergen safe ,No,,Having events to go to ,Other:,Na,S,M,,Kitchen appliances tv cute sweatshirt digital camera,Passive,8.0,More free food,Air Fryer,Na,0.0,,945.0
